12473,1,3,4,0
151,0,0,0,0
41,0,0,0,0
16808,3,5,7,1
1273,0,0,0,0
1220,0,0,0,0
896,0,0,0,0
64,0,0,0,0
4,0,0,0,0
5,0,0,0,0
161,0,0,0,0
194,0,0,0,0
857,0,0,0,0
933,0,0,0,0
1277,0,0,0,0
5699,0,0,1,0
347,0,0,0,0
316,0,0,0,0
459,0,0,0,0
119,0,0,0,0
46,0,0,0,0
1005,0,0,0,0
817,0,0,0,264
887,0,0,0,262
829,0,0,0,258
759,0,0,0,261
4181,0,0,0,206
882,0,0,0,251
655,0,0,0,262
6906,0,1,1,192
10937,1,2,3,99
6489,0,1,1,163
6790,0,1,1,202
6634,0,1,1,208
4928,0,0,1,235
13431,2,3,5,100
10227,1,2,3,147
9880,1,2,3,153
4884,0,0,1,238
8714,1,1,2,168
61,0,0,0,0
32,0,0,0,0
32,0,0,0,0
1242,0,0,0,0
2064,0,0,0,0
6777,0,1,1,4
9413,1,2,2,0
5207,0,0,1,0
664,0,0,0,0
1347,0,0,0,0
2620,0,0,0,0
17,0,0,0,0
2188,0,0,0,0
47,0,0,0,0
98,0,0,0,0
116,0,0,0,0
16790,3,5,7,61
17571,3,5,7,0
13857,2,3,5,0
2245,0,0,0,0
4331,0,0,0,0
4,0,0,0,0
15,0,0,0,0
18,0,0,0,0
12,0,0,0,0
21,0,0,0,0
45,0,0,0,0
1,0,0,0,10
100,0,0,0,8
4,0,0,0,8
0,0,0,0,63
16,0,0,0,87
1189,0,0,0,24
915,0,0,0,0
1771,0,0,0,0
1164,0,0,0,0
2025,0,0,0,0
500,0,0,0,0
444,0,0,0,0
298,0,0,0,0
421,0,0,0,0
533,0,0,0,0
3712,0,0,0,0
912,0,0,0,0
722,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2813,0,0,0,0
2549,0,0,0,0
3057,0,0,0,0
2613,0,0,0,0
2336,0,0,0,0
6285,0,1,1,0
3292,0,0,0,0
2575,0,0,0,0
1954,0,0,0,0
491,0,0,0,0
8607,1,1,2,0
9476,1,2,3,0
7841,0,1,2,0
4511,0,0,0,0
3951,0,0,0,0
3511,0,0,0,0
2926,0,0,0,0
2286,0,0,0,0
1675,0,0,0,0
1255,0,0,0,0
1485,0,0,0,0
1292,0,0,0,0
105,0,0,0,0
75,0,0,0,0
60,0,0,0,0
59,0,0,0,0
43,0,0,0,0
43,0,0,0,0
4340,0,0,0,0
1096,0,0,0,0
